id,title,description,link,image_link,availability,price,sale_price,sale_price_effective_date,google_product_category,product_type,brand,gtin,mpn,condition,age_group,color,gender,material,pattern,size,item_group_id,promotion_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,shipping,shipping_label,shipping_weight,shipping_length,shipping_width,shipping_height,is_bundle,multipack,minimum_price
13805,Parchment Floor Lamp Shade 22 inch,"This shade casts a very warm rich color into the space, and the translucency of this shade accents the beauty of the material used in its construction. The mottled parchment coloration provides an interesting texture even when the lamp is not being used. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement  Overall Dimension: 7 inch x22 inch x 12 inch",https://urbanforge.com/shop-product/lamp-shades/parchment-floor-lamp-shade-22-inch/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13278/images/19871/Parchment__47861__02506.1531086953.1280.1280.jpg?c=2,in stock,257.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,900-050,new,,,,,,,,,,,,,,,,7 oz,,,,No,, USD
13806,Parchment Floor Lamp Shade with Leather Trim 22 inch,"The parchment colored material used in the construction of this shade casts a warm amber-yellow light into the room, highlighting the color patterns in the shade, as well as the leather lashing around the top and bottom. This is a great shade for rustic or western environments. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement  Overall Dimension: 6 inch x 22 inch x 12.5 inch",https://urbanforge.com/shop-products/lamp-shades/floor-lamp-shades/parchment-iron-floor-lamp-shade-with-leather-trim-22-inch/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13279/images/19872/900-059_900-021_900-053__66823__90285.1531086954.1280.1280.jpg?c=2,in stock,294.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,900-053,new,,,,,,,,,,,,,,,,7 oz,,,,No,, USD
13807,Parchment Table Lamp Shade 18 inch,"This shade casts a very warm rich color into the space, and the translucency of this shade accents the beauty of the material used in its construction. The mottled parchment coloration provides an interesting texture even when the lamp is not being used. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement  Overall Dimension: 7 inch x18 inch x10.5 inch",https://urbanforge.com/shop-product/lamp-shades/parchment-table-lamp-shade-18-inch/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13280/images/19873/900-056_Parchment_Accent_Lamp_Shade_15__75291.1405455547.1280.1280__38188__77757.1531086954.1280.1280.jpg?c=2,in stock,263.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,900-018,new,,,,,,,,,,,,,,,,5 oz,,,,No,, USD
13808,Parchment Table Lamp Shade with Leather Trim 18 inch,"The parchment colored material used in the construction of this shade casts a warm amber-yellow light into the room, highlighting the color patterns in the shade, as well as the leather lashing around the top and bottom. This is a great shade for rustic or western environments. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement  Overall Dimension: 6 inch x 18 inch x 11 inch",https://urbanforge.com/shop-product/lamp-shades/parchment-table-lamp-shade-with-leather-trim-18-inch/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13281/images/19874/900-059_900-021_900-053__27847__31499.1531086954.1280.1280.jpg?c=2,in stock,269.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,900-021,new,,,,,,,,,,,,,,,,5 oz,,,,No,, USD
13810,Candle Wax Lamp Shade (10 x 18 x 15),Clean lines with a more refined look. The Candle Wax really understands how to treat light. This translucent shade evenly diffuses the light into the room providing a comforting glow to the shade itself. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement  Overall Dimensions: 10 inch x 18 inch x 15 inch,https://urbanforge.com/candle-wax-lamp-shade-10-x-18-x-15/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13283/images/19876/907-017_Ivory_Glow_Chandelier_Shade_5__46853__19908.1531086955.1280.1280.jpg?c=2,in stock,268.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-009,new,,,,,,,,,,,,,,,,5 oz,,,,No,, USD
13811,Candle Wax Floor Lamp Shade (14 x 19 x 12),Clean lines with a more refined look. The Candle Wax really understands how to treat light. This translucent shade evenly diffuses the light into the room providing a comforting glow to the shade itself. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement Overall Dimension: 14 inch x 19 inch x 12 inch,https://urbanforge.com/candle-wax-floor-lamp-shade-14-x-19-x-12/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13284/images/19877/907-017_Ivory_Glow_Chandelier_Shade_5__68387__64327.1531086955.1280.1280.jpg?c=2,in stock,306.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-015,new,,,,,,,,,,,,,,,,5 oz,,,,No,, USD
14358,Evergreen Cone Sample,"This piece demonstrates the wonderful textures, and the magnificent craftsmanship that makes the Evergreen Collection one of the signature lines for Urban Forge. Having this piece available for a client, or to keep in the showroom, will prove to be an asset when it is time to demonstrate the finery of this wonderful collection. This sample is shown in a Natural Bark finish but available in any of our special finishes or accents. What are our customers saying about this piece?Thank you! Yes, I love the samples and as soon as the weather warms up a bit I will be ready to start thinking seriously about window treatments for our lake house."" -Melissa, Kentucky",https://urbanforge.com/dealer-resource-center/merchandising-tools/pine-branch-with-pine-cone-sample/?sku=,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13831/images/20704/_MG_0927__98504__64636.1531087161.1280.1280.jpg?c=2,in stock,22.00 USD,,,Home & Garden > Decor,Under $200 > Samples,Urban Forge,,14358m,new,,,,,,,,,,,,,,,,0.8 oz,7 in,7 in,4 in,No,, USD
14361,Sylamore Branch Sample with Leaf,"The popular Sylamore Collection of product is recognized by the distinctive hammer textures and our signature leaf. The facets created by blacksmiths hammer are beautifully highlighted by any of the special finishes available. Shown here in Hand Rubbed Brass, you may order this sample piece finished as needed for your clients or project. ",https://urbanforge.com/samples/sassafras-branch-sample-with-leaf/?sku=,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13834/images/20706/_MG_0949__96407__01081.1531087161.1280.1280.jpg?c=2,in stock,22.00 USD,,,Home & Garden > Decor,Under $200 > Samples,Urban Forge,,14361m,new,,,,,,,,,,,,,,,,0.8 oz,4 in,4 in,7 in,No,, USD
14364,Sequoia Branch with Special Finished Leaves,"This incredible hand-forged branch is a wonderful selling tool, because it beautifully demonstrated the artistry of Sequoia shape and texture, while also showcasing the amazing finish work available on just about every item we make. As a decorative centerpiece this branch would stand on its own as a fantastic piece of art!",https://urbanforge.com/samples/sequoia-branch-with-special-finished-leaves/?sku=,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13837/images/20707/Whisper_Creek_Branch_2__86364__87128.1531087162.1280.1280.jpg?c=2,in stock,79.00 USD,,,Home & Garden > Decor,Decor,Urban Forge,,14364m,new,,,,,,,,,,,,,,,,5 oz,2 in,18 in,9 in,No,, USD
14367,Hand-Fired Copper Sample Square,"We hand-fire the copper and quench it in a proprietary blend of mineral waters to draw out the rich, natural patinas. This 5' x 7' sample piece is built the same way that we build our tables. It is dimpled by hand and then waxed to protect the surface and brighten the intensity of the beautiful earthy tones.",https://urbanforge.com/dealer-resource-center/merchandising-tools/hand-fired-copper-sample-block/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13840/images/20710/coppersquare_37185.1374786720.1280__35690__66387.1531087163.1280.1280.jpg?c=2,in stock,43.00 USD,,,Furniture,Quick Ship,Urban Forge,,14367m,new,,,,,,,,,,,,,,,,3 oz,2 in,18 in,9 in,No,, USD
14472,Wood Finish Sample Chips,Wood Finish Sample Chips,https://urbanforge.com/samples/wood-finish-samples/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13945/images/20824/woodsamples_44343.1374786700.1280__96298__15965.1539807415.1280.1280.jpg?c=2,in stock,34.00 USD,,,Home & Garden > Decor,Under $200 > Samples,Urban Forge,,14472m,new,,,,,,,,,,,,,,,,,,,,No,, USD
14473,Leather and Upholstery Sample Swatches,Type a description for this product here...,https://urbanforge.com/samples/leather-and-upholstery-sample-swatches/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13946/images/20825/upholstery_20485.1374786676.1280__02937__43908.1531087193.1280.1280.jpg?c=2,in stock,27.00 USD,,,Home & Garden > Decor,Under $200 > Samples,Urban Forge,,904-412,new,,,,,,,,,,,,,,,,,,,,No,, USD
14474,Metal Finish Sample Chips,The following special finishes and accents are included:Natural Black Finish - Hand Rubbed Bronze Finish - Greenwood Brown FinishHand Rubbed Ivory Finish - Driftwood Finish - Hand Rubbed Copper FinishAntique Copper Finish - Hand Rubbed Pewter Finish - Gunmetal FinishHand Rubbed Brass Finish - Hand Rubbed Rust FinishVintage Ivory Finish - Old World Brown FinishGold Accent - Copper Accent - Pewter Accent,https://urbanforge.com/samples/metal-finish-sample-chips/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/13947/images/20826/metalfinishes_22734.1374786618.1280__99799__06630.1539807415.1280.1280.jpg?c=2,in stock,38.00 USD,,,Home & Garden > Decor,Under $200 > Samples,Urban Forge,,904-413-ALL,new,,,,,,,,,,,,,,,,,,,,No,, USD
14541,Charcoal Lamp Shade 15x15x11,"This high quality lamp shade is beautifully constructed and designed. The fabric is a rich deep gray color that looks slightly lighter when glowing. For a touch of detail, this shade can be customized with an Espresso or Ivory-White trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart.Dimensions: 18 x 18 x 11 ",https://urbanforge.com/charcoal-lamp-shade-15x15x11/?sku=907-041,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14014/images/20903/Charcole__30619__32389.1531087213.1280.1280.jpg?c=2,in stock,309.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-041,new,,,,,,,,,,,,,,,,,,,,No,, USD
14542,Charcoal Lamp Shade 18x18x11,"This high quality lamp shade is beautifully constructed and designed. The fabric is a rich deep gray color that looks slightly lighter when glowing. For a touch of detail, this shade can be customized with an Espresso or Ivory-White trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart.Dimensions: 18 x 18 x 11 ",https://urbanforge.com/charcoal-lamp-shade-18x18x11/?sku=907-043,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14015/images/20907/Charcole__88851__40228.1531087213.1280.1280.jpg?c=2,in stock,358.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-043,new,,,,,,,,,,,,,,,,,,,,No,, USD
14543,Oatmeal Lamp Shade 15x15x11,"There is something very organic yet stylish about this shade. This drum shade is made of a the highest quality earth tone fabric that casts a beautiful glowing silhouette.This soft ambient shade can be customized with an Espresso, Ivory-White, or Cream trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart.Dimensions: 15 x 15 x 11 ",https://urbanforge.com/shop-new-product/oatmeal-lamp-shade-15x15x11/?sku=907-044,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14016/images/20911/Otmeal__82576__71970.1531087214.1280.1280.jpg?c=2,in stock,309.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-044,new,,,,,,,,,,,,,,,,,,,,No,, USD
14544,Oatmeal Lamp Shade 18x18x11,"There is something very organic yet stylish about this shade. This drum shade is made of a the highest quality earth tone fabric that casts a beautiful glowing silhouette.This soft ambient shade can be customized with an Espresso, Ivory-White, or Cream trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart. Dimensions: 18 x 18 x 11 ",https://urbanforge.com/shop-product/oatmeal-lamp-shade-18x18x11/?sku=907-055,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14017/images/20916/Otmeal__50345__94480.1531087215.1280.1280.jpg?c=2,in stock,358.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-055,new,,,,,,,,,,,,,,,,,,,,No,, USD
14545,Onyx Lamp Shade 15x15x11,"Sleek and sophisticated, our Onyx Drum Shade is beautifully constructed and designed. This shade features premium fabric over an opaque backing of the highest quality materials.For a touch of modern elegance, this shade can be customized with an Ivory-White or Black trim that accents the top and bottom of the shade.If you prefer no accent to be added, be sure to click the black box in the Shade Accent area before adding this product to your cart.Dimensions: 18 x 18 x 11 ",https://urbanforge.com/shop-new-product/onyx-lamp-shade-15x15x11/?sku=907-056,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14018/images/20921/Onyx_shade__38641__22993.1531087216.1280.1280.jpg?c=2,in stock,309.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-056,new,,,,,,,,,,,,,,,,,,,,No,, USD
14546,Onyx Lamp Shade 18x18x11,"Sleek and sophisticated, our Onyx Drum Shade is beautifully constructed and designed. This shade features premium fabric over an opaque backing of the highest quality materials.For a touch of modern elegance, this shade can be customized with an Ivory-White or Black trim that accents the top and bottom of the shade.If you prefer no accent to be added, be sure to click the black box in the Shade Accent area before adding this product to your cart.Dimensions: 18 x 18 x 11 ",https://urbanforge.com/shop-new-product/onyx-lamp-shade-18x18x11/?sku=907-057,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14019/images/20925/Onyx_shade__51093__83455.1531087216.1280.1280.jpg?c=2,in stock,358.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-057,new,,,,,,,,,,,,,,,,,,,,No,, USD
14547,Natural Burlap 15x15x11,"This organic fiber drum shade is Shabby Chic with a re-purposed look popularly trending these days. This raw fabric has rough texture that is beautifully tailored and full of character.This shade can be customized with an Espresso, Ivory-White, or Cream trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart. Dimensions: 15 x 15 x 11 ",https://urbanforge.com/natural-burlap-15x15x11/?sku=907-058,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14020/images/20928/Natural_Burlap__68817__06061.1539807363.1280.1280.jpg?c=2,in stock,289.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-058,new,,,,,,,,,,,,,,,,,,,,No,, USD
14548,Natural Burlap 18x18x11,"This organic fiber drum shade is Shabby Chic with a re-purposed look popularly trending these days. This raw fabric has rough texture that is beautifully tailored and full of character.This shade can be customized with an Espresso, Ivory-White, or Cream trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart. Dimensions: 18 x 18 x 11 ",https://urbanforge.com/natural-burlap-18x18x11/?sku=907-059,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14021/images/20932/Natural_Burlap__13628__56065.1539807397.1280.1280.jpg?c=2,in stock,334.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-059,new,,,,,,,,,,,,,,,,,,,,No,, USD
14551,Linen Lamp Shade 15x15x11,"Our Linen Drum Shade is tailored in a warm white linen fabric over an opaque backing. This shade has a very clean and crisp quality about it and casts a beautiful ambient glow when light is shining through.This shade can be customized with an Espresso, Ivory-White, or Cream trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart. Dimensions: 15 x 15 x 11 ",https://urbanforge.com/linen-lamp-shade-15x15x11/?sku=907-062,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14024/images/20936/Linen__01498__82591.1531087219.1280.1280.jpg?c=2,in stock,309.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-062,new,,,,,,,,,,,,,,,,,,,,No,, USD
14552,Linen Lamp Shade 18x18x11,"Our Linen Drum Shade is tailored in a warm white linen fabric over an opaque backing. This shade has a very clean and crisp quality about it and casts a beautiful ambient glow when light is shining through.This shade can be customized with an Espresso, Ivory-White, or Cream trim that accents the top and bottom of the shade.If you prefer no accent to be added to your shade, be sure to click the black box in the Shade Accent area before adding this product to your cart. Dimensions: 18 x 18 x 11 ",https://urbanforge.com/linen-lamp-shade-18x18x11/?sku=907-063,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14025/images/20941/Linen__43582__77754.1531087220.1280.1280.jpg?c=2,in stock,358.50 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,907-063,new,,,,,,,,,,,,,,,,,,,,No,, USD
14967,Natural Linen Floor Lamp Shade 22 in,"This shade is an elegant color and texture, and its translucency throws extra light to the room. The dimensions below indicate the Top Opening x Bottom Opening x the Side Measurement*we are currently out of 22"" Natural Linen Round Floor Lamp Shades  Overall Dimension: 7 inch x22 inch x 12 inch",https://urbanforge.com/natural-linen-floor-lamp-shade-22-in/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14440/images/21771/900-016_900-048__36882__02383.1539807405.1280.1280.jpg?c=2,in stock,237.00 USD,,,Home & Garden > Lighting Accessories > Lamp Shades,Lighting > Lampshades,Urban Forge,,900-048,new,,,,,,,,,,,,,,,,7 oz,,,,No,, USD
15076,Spring Skewers Set of 4,"This set of four twisted and curled wrought iron skewers are great for grilling outdoors, or roasting in the oven. These skewers are seasoned with oil and can be cared for just as you would a cast iron skillet. Each skewer is made by hand by artisan blacksmiths using tools and techniques from the 1800's.Perfect Unique Gift!Hand-CraftedMade in USAGuaranteed ForeverIron is Oil SeasonedMade from Recycled Iron and Low VOC FinishesCustomizable - We Can Change Any Dimension or Detail! Just ask.DimensionsSkewers: 17""L x 1 1/2""W (each)Canvas Pouch: 17 1/4""L x 2 1/2""W (folded)",https://urbanforge.com/spring-skewers-set-of-4/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14549/images/22547/skewers-main__92802.1556328348.1280.1280.jpg?c=2,in stock,89.00 USD,,,,Decor > Home Accents > Great Gifts,Urban Forge,,SKEWERS,new,,,,,,,,,,,,,,,,1 oz,,,,No,, USD
15077,Heirloom Iron Marshmallow Roaster,"The sweet memories of cool, crisp nights shared around a crackling fire with family and friends are preserved and retrieved year after year in this hand-forged, heirloom roaster.Urban Forge's Marshmallow Roaster is forged by artisan blacksmiths one-at-a-time with tools from the 1800's.  Each piece bears the marks of the artist's eye and hammer as they create each by hand. These roasters are seasoned with oil and can be cared for just as you would a cast iron skillet.Perfect Unique Gift!Hand-CraftedMade in USAGuaranteed ForeverIron is Oil SeasonedMade from Recycled Iron and Low VOC FinishesCustomizable - We Can Change Any Dimension or Detail! Just ask.Dimensions30""L x 7""W",https://urbanforge.com/heirloom-iron-marshmallow-roaster/,https://cdn11.bigcommerce.com/s-p6f4il8ut9/products/14550/images/23255/og-roaster-main__73015.1595447111.1280.1280.jpg?c=2,in stock,99.00 USD,,,,Decor > Home Accents > Great Gifts,Urban Forge,,980-434,new,,,,,,,,,,,,,,,,1 oz,,,,No,, USD
